Mix ID,Cement,SF,Sand,NanoSilica,Quartz Powder,Water,Superplasticizer,Fibers,Fly Ash,Slag,MetaK,Lime Powder,Water/Binder Ratio,Curing Type,Curing Temp,Type of Cement,Superplasticizer Base,Fiber Type,Fiber Length,Fiber Diameter,Specimen Type,Testing Age,Compressive Strength
DS2-UHPC-469,541.75,0,1678,8.25,0,192.5,6.6,0,0,0,0,0,0.355329949,1,21,1,1,0,0,0,1,90,65.3
DS2-UHPC-47,810,90,1539,0,0,162,18,0,0,0,0,0,0.18,1,20,1,1,0,0,0,1,365,177
DS2-UHPC-470,550,0,1762,0,0,165,3.85,0,0,0,0,0,0.3,1,21,1,1,0,0,0,1,90,74.3
DS2-UHPC-471,545.875,0,1754,4.125,0,165,6.6,0,0,0,0,0,0.302267003,1,21,1,1,0,0,0,1,90,75.1
DS2-UHPC-472,541.75,0,1748,8.25,0,165,8.25,0,0,0,0,0,0.304568528,1,21,1,1,0,0,0,1,90,76.9
DS2-UHPC-473,545.875,0,1754,4.125,0,165,6.6,0,0,0,0,0,0.302267003,1,21,1,1,0,0,0,1,90,71.9
DS2-UHPC-474,541.75,0,1748,8.25,0,165,8.25,0,0,0,0,0,0.304568528,1,21,1,1,0,0,0,1,90,70.8
DS2-UHPC-475,550,0,1830,0,0,137.5,6.6,0,0,0,0,0,0.25,1,21,1,1,0,0,0,1,90,93.8
DS2-UHPC-476,545.875,0,1820,4.125,0,137.5,9.9,0,0,0,0,0,0.251889169,1,21,1,1,0,0,0,1,90,95
DS2-UHPC-477,541.75,0,1812,8.25,0,137.5,12.65,0,0,0,0,0,0.253807107,1,21,1,1,0,0,0,1,90,91.2
DS2-UHPC-478,545.875,0,1820,4.125,0,137.5,9.9,0,0,0,0,0,0.251889169,1,21,1,1,0,0,0,1,90,90
DS2-UHPC-479,541.75,0,1812,8.25,0,137.5,12.65,0,0,0,0,0,0.253807107,1,21,1,1,0,0,0,1,90,92.6
DS2-UHPC-48,630,90,1539,0,0,162,18,0,0,180,0,0,0.225,1,20,1,1,0,0,0,1,365,174
DS2-UHPC-480,950,200,570,0,350,230,53,234,0,0,0,0,0.2,1,20,1,1,1,13,0.2,1,28,140.7
DS2-UHPC-481,931,200,570,19,350,230,53,234,0,0,0,0,0.203359859,1,20,1,1,1,13,0.2,1,28,150.6
DS2-UHPC-482,902.5,200,570,47.5,350,230,53,234,0,0,0,0,0.20861678,1,20,1,1,1,13,0.2,1,28,148.4
DS2-UHPC-483,950,200,690,0,350,230,53,234,0,0,0,0,0.2,1,20,1,1,1,13,0.2,1,28,144.7
DS2-UHPC-484,931,200,690,19,350,230,53,234,0,0,0,0,0.203359859,1,20,1,1,1,13,0.2,1,28,155.4
DS2-UHPC-485,902.5,200,690,47.5,350,230,53,234,0,0,0,0,0.20861678,1,20,1,1,1,13,0.2,1,28,142.4
DS2-UHPC-486,950,200,810,0,350,230,53,234,0,0,0,0,0.2,1,20,1,1,1,13,0.2,1,28,144.5
DS2-UHPC-487,902.5,200,810,47.5,350,230,53,234,0,0,0,0,0.20861678,1,20,1,1,1,13,0.2,1,28,137.2
DS2-UHPC-488,863,216,923,0,0,177,32.37,0,0,0,0,0,0.164040778,1,20,1,1,0,0,0,1,7,88.9
DS2-UHPC-489,647,216,923,0,0,177,32.37,0,0,216,0,0,0.205098494,1,20,1,1,0,0,0,1,7,86.7
DS2-UHPC-49,630,90,1539,0,0,126,18,0,0,180,0,0,0.175,1,20,1,1,0,0,0,1,365,168
DS2-UHPC-490,432,216,923,0,0,177,32.4,0,216,216,0,0,0.273148148,1,20,1,1,0,0,0,1,7,79.2
DS2-UHPC-491,829,216,923,34.5,0,177,32.39,0,0,0,0,0,0.16937799,1,20,1,1,0,0,0,1,7,91.1
DS2-UHPC-492,852,216,923,10.8,0,177,32.36,0,0,0,0,0,0.165730337,1,20,1,1,0,0,0,1,7,101.9
DS2-UHPC-493,863,216,923,0,0,177,32.37,156,0,0,0,0,0.164040778,1,20,1,1,1,13,0.2,1,7,103.7
DS2-UHPC-494,647,216,923,0,0,177,32.37,156,0,216,0,0,0.205098494,1,20,1,1,1,13,0.2,1,7,118.1
DS2-UHPC-495,647,216,923,0,0,177,32.37,156,216,0,0,0,0.205098494,1,20,1,1,1,13,0.2,1,7,118.7
DS2-UHPC-496,432,216,923,0,0,177,32.4,156,216,216,0,0,0.273148148,1,20,1,1,1,13,0.2,1,7,117.6
DS2-UHPC-497,829,216,923,34.5,0,177,32.39,156,0,0,0,0,0.16937799,1,20,1,1,1,13,0.2,1,7,118.7
DS2-UHPC-498,852,216,923,10.8,0,177,32.36,156,0,0,0,0,0.165730337,1,20,1,1,1,13,0.2,1,7,122.6
DS2-UHPC-499,863,216,923,0,0,177,32.37,0,0,0,0,0,0.164040778,1,20,1,1,0,0,0,1,28,104.1
DS2-UHPC-5,630,90,1539,0,0,126,18,0,0,180,0,0,0.175,1,20,1,1,0,0,0,1,28,150
DS2-UHPC-50,630,90,1539,0,0,144,18,0,0,180,0,0,0.2,1,20,1,1,0,0,0,1,365,178
DS2-UHPC-500,647,216,923,0,0,177,32.37,0,0,216,0,0,0.205098494,1,20,1,1,0,0,0,1,28,109
DS2-UHPC-501,647,216,923,0,0,177,32.37,0,216,0,0,0,0.205098494,1,20,1,1,0,0,0,1,28,109
DS2-UHPC-502,432,216,923,0,0,177,32.4,0,216,216,0,0,0.273148148,1,20,1,1,0,0,0,1,28,103
DS2-UHPC-503,829,216,923,34.5,0,177,32.39,0,0,0,0,0,0.16937799,1,20,1,1,0,0,0,1,28,113.9
DS2-UHPC-504,852,216,923,10.8,0,177,32.36,0,0,0,0,0,0.165730337,1,20,1,1,0,0,0,1,28,113.3
DS2-UHPC-505,863,216,923,0,0,177,32.37,156,0,0,0,0,0.164040778,1,20,1,1,1,13,0.2,1,28,142.1
DS2-UHPC-506,647,216,923,0,0,177,32.37,156,0,216,0,0,0.205098494,1,20,1,1,1,13,0.2,1,28,157.2
DS2-UHPC-507,647,216,923,0,0,177,32.37,156,216,0,0,0,0.205098494,1,20,1,1,1,13,0.2,1,28,156
DS2-UHPC-508,432,216,923,0,0,177,32.4,156,216,216,0,0,0.273148148,1,20,1,1,1,13,0.2,1,28,154.4
DS2-UHPC-509,829,216,923,34.5,0,177,32.39,156,0,0,0,0,0.16937799,1,20,1,1,1,13,0.2,1,28,156
DS2-UHPC-51,630,90,1539,0,0,162,18,0,0,180,0,0,0.225,1,20,1,1,0,0,0,1,365,174
DS2-UHPC-510,852,216,923,10.8,0,177,32.36,156,0,0,0,0,0.165730337,1,20,1,1,1,13,0.2,1,28,154.4
DS2-UHPC-511,900,220,1005,0,0,163,40,156,0,0,0,0,0.145535714,1,23,1,1,1,13,0.2,1,7,124.1
DS2-UHPC-512,900,165,1021,0,0,163,40,156,55,0,0,0,0.153051643,1,23,1,1,1,13,0.2,1,7,115.5
DS2-UHPC-513,900,110,1036,0,0,163,40,156,110,0,0,0,0.161386139,1,23,1,1,1,13,0.2,1,7,113.5
DS2-UHPC-514,810,220,1002,0,0,163,40,156,90,0,0,0,0.158252427,1,23,1,1,1,13,0.2,1,7,116
DS2-UHPC-515,720,220,998,0,0,163,40,156,180,0,0,0,0.173404255,1,23,1,1,1,13,0.2,1,7,116.5
DS2-UHPC-516,630,220,994,0,0,163,40,156,270,0,0,0,0.191764706,1,23,1,1,1,13,0.2,1,7,110
DS2-UHPC-517,900,220,1005,0,0,163,40,156,0,0,0,0,0.145535714,1,23,1,1,1,13,0.2,1,14,132.9
DS2-UHPC-518,900,165,1021,0,0,163,40,156,55,0,0,0,0.153051643,1,23,1,1,1,13,0.2,1,14,123
DS2-UHPC-519,900,110,1036,0,0,163,40,156,110,0,0,0,0.161386139,1,23,1,1,1,13,0.2,1,14,122
DS2-UHPC-52,630,90,1539,0,0,144,18,0,0,180,0,0,0.2,1,20,1,1,0,0,0,1,365,178
DS2-UHPC-520,810,220,1002,0,0,163,40,156,90,0,0,0,0.158252427,1,23,1,1,1,13,0.2,1,14,125.3
DS2-UHPC-521,720,220,998,0,0,163,40,156,180,0,0,0,0.173404255,1,23,1,1,1,13,0.2,1,14,125.1
DS2-UHPC-522,630,220,994,0,0,163,40,156,270,0,0,0,0.191764706,1,23,1,1,1,13,0.2,1,14,124.5
DS2-UHPC-523,900,220,1005,0,0,163,40,156,0,0,0,0,0.145535714,1,23,1,1,1,13,0.2,1,28,143
DS2-UHPC-524,900,165,1021,0,0,163,40,156,55,0,0,0,0.153051643,1,23,1,1,1,13,0.2,1,28,138.8
DS2-UHPC-525,900,110,1036,0,0,163,40,156,110,0,0,0,0.161386139,1,23,1,1,1,13,0.2,1,28,138.2
DS2-UHPC-526,810,220,1002,0,0,163,40,156,90,0,0,0,0.158252427,1,23,1,1,1,13,0.2,1,28,140.4
DS2-UHPC-527,720,220,998,0,0,163,40,156,180,0,0,0,0.173404255,1,23,1,1,1,13,0.2,1,28,132.2
DS2-UHPC-528,630,220,994,0,0,163,40,156,270,0,0,0,0.191764706,1,23,1,1,1,13,0.2,1,28,130.6
DS2-UHPC-529,900,220,1005,0,0,163,40,156,0,0,0,0,0.145535714,1,23,1,1,1,13,0.2,1,56,161.6
DS2-UHPC-53,450,90,1539,0,0,144,18,0,0,180,0,180,0.266666667,1,20,1,1,0,0,0,1,365,183
DS2-UHPC-530,900,165,1021,0,0,163,40,156,55,0,0,0,0.153051643,1,23,1,1,1,13,0.2,1,56,154.8
DS2-UHPC-531,900,110,1036,0,0,163,40,156,110,0,0,0,0.161386139,1,23,1,1,1,13,0.2,1,56,152.4
DS2-UHPC-532,810,220,1002,0,0,163,40,156,90,0,0,0,0.158252427,1,23,1,1,1,13,0.2,1,56,157.2
DS2-UHPC-533,720,220,998,0,0,163,40,156,180,0,0,0,0.173404255,1,23,1,1,1,13,0.2,1,56,153.7
DS2-UHPC-534,630,220,994,0,0,163,40,156,270,0,0,0,0.191764706,1,23,1,1,1,13,0.2,1,56,151
DS2-UHPC-535,666.4,210.5,820.8,0,259.6,164.2,17.5,156,0,35.1,0,0,0.187250542,1,90,1,1,1,13,0.2,1,28,144.7
DS2-UHPC-536,631.4,210.5,820.8,0,259.6,164.2,17.5,156,0,70.1,0,0,0.19503504,1,90,1,1,1,13,0.2,1,28,159.1
DS2-UHPC-537,596.3,210.5,820.8,0,259.6,164.2,17.5,156,0,105.2,0,0,0.203520079,1,90,1,1,1,13,0.2,1,28,147.4
DS2-UHPC-538,561.2,210.5,820.8,0,259.6,164.2,17.5,156,0,140.3,0,0,0.212776986,1,90,1,1,1,13,0.2,1,28,139.6
DS2-UHPC-539,526.1,210.5,820.8,0,259.6,164.2,17.5,156,0,175.4,0,0,0.222916101,1,90,1,1,1,13,0.2,1,28,130.6
DS2-UHPC-54,270,90,1539,0,0,144,18,0,0,180,0,360,0.4,1,20,1,1,0,0,0,1,365,164
DS2-UHPC-540,701.5,210.5,820.8,0,259.6,164.2,17.5,156,0,0,0,0,0.18004386,1,200,1,1,1,13,0.2,1,28,161.9
DS2-UHPC-541,666.4,210.5,820.8,0,259.6,164.2,17.5,156,0,35.1,0,0,0.187250542,1,200,1,1,1,13,0.2,1,28,170.1
DS2-UHPC-542,631.4,210.5,820.8,0,259.6,164.2,17.5,156,0,70.1,0,0,0.19503504,1,200,1,1,1,13,0.2,1,28,175.9
DS2-UHPC-543,561.2,210.5,820.8,0,259.6,164.2,17.5,156,0,140.3,0,0,0.212776986,1,200,1,1,1,13,0.2,1,28,179.1
DS2-UHPC-544,620.2,114.2,1277.5,0,0,161.9,36,156,164.9,0,0,0,0.22045207,1,20,1,1,1,13,0.2,1,1,91.1
DS2-UHPC-545,558.1,114.2,1276.6,0,0,161.9,36,156,164.9,62,0,0,0.240815112,1,20,1,1,1,13,0.2,1,1,77.9
DS2-UHPC-546,620.2,114.2,1277.5,0,0,161.9,36,156,164.9,0,0,0,0.22045207,1,20,1,1,1,13,0.2,1,3,113.8
DS2-UHPC-547,558.1,114.2,1276.6,0,0,161.9,36,156,164.9,62,0,0,0.240815112,1,20,1,1,1,13,0.2,1,3,102.7
DS2-UHPC-548,620.2,114.2,1277.5,0,0,161.9,36,156,164.9,0,0,0,0.22045207,1,20,1,1,1,13,0.2,1,7,134.2
DS2-UHPC-549,558.1,114.2,1276.6,0,0,161.9,36,156,164.9,62,0,0,0.240815112,1,20,1,1,1,13,0.2,1,7,130.5
DS2-UHPC-55,874.9,43.7,1273.4,0,0,202.1,45.9,0,0,0,0,0,0.220008709,1,21,1,1,0,0,0,1,7,85.91
DS2-UHPC-550,496.1,114.2,1275.9,0,0,161.9,36,156,164.9,124,0,0,0.265279371,1,20,1,1,1,13,0.2,1,7,129.8
DS2-UHPC-551,434.1,114.2,1275,0,0,161.9,36,156,164.9,186,0,0,0.295276309,1,20,1,1,1,13,0.2,1,7,121.7
DS2-UHPC-552,558.1,114.2,1276.6,0,0,161.9,36,156,164.9,62,0,0,0.240815112,1,20,1,1,1,13,0.2,1,14,160.5
DS2-UHPC-553,496.1,114.2,1275.9,0,0,161.9,36,156,164.9,124,0,0,0.265279371,1,20,1,1,1,13,0.2,1,14,162
DS2-UHPC-554,434.1,114.2,1275,0,0,161.9,36,156,164.9,186,0,0,0.295276309,1,20,1,1,1,13,0.2,1,14,153.9
DS2-UHPC-555,558.1,114.2,1276.6,0,0,161.9,36,156,164.9,62,0,0,0.240815112,1,20,1,1,1,13,0.2,1,28,170.7
DS2-UHPC-556,496.1,114.2,1275.9,0,0,161.9,36,156,164.9,124,0,0,0.265279371,1,20,1,1,1,13,0.2,1,28,175.8
DS2-UHPC-557,434.1,114.2,1275,0,0,161.9,36,156,164.9,186,0,0,0.295276309,1,20,1,1,1,13,0.2,1,28,168.4
DS2-UHPC-558,863.2,215.8,1079,0,0,177,21.6,0,0,0,0,0,0.164040778,1,20,1,1,0,0,0,1,1,36.1
DS2-UHPC-559,857.8,215.8,1079,5.4,0,177,21.6,0,0,0,0,0,0.164865872,1,20,1,1,0,0,0,1,1,42.2
DS2-UHPC-56,612.4,43.7,1273.4,0,0,202.1,45.9,0,0,0,0,262.5,0.308032312,1,21,1,1,0,0,0,1,7,78.52
DS2-UHPC-560,852.4,215.8,1079,10.8,0,177,21.6,0,0,0,0,0,0.165699307,1,20,1,1,0,0,0,1,1,47.7
DS2-UHPC-561,847,215.8,1079,16.2,0,177,21.6,0,0,0,0,0,0.166541212,1,20,1,1,0,0,0,1,1,53.1
DS2-UHPC-562,841.6,215.8,1079,21.6,0,177,21.6,0,0,0,0,0,0.167391716,1,20,1,1,0,0,0,1,1,53.1
DS2-UHPC-563,863.2,215.8,1079,0,0,177,21.6,0,0,0,0,0,0.164040778,1,20,1,1,0,0,0,1,3,75.6
DS2-UHPC-564,857.8,215.8,1079,5.4,0,177,21.6,0,0,0,0,0,0.164865872,1,20,1,1,0,0,0,1,3,81.7
DS2-UHPC-565,852.4,215.8,1079,10.8,0,177,21.6,0,0,0,0,0,0.165699307,1,20,1,1,0,0,0,1,3,85.1
DS2-UHPC-566,847,215.8,1079,16.2,0,177,21.6,0,0,0,0,0,0.166541212,1,20,1,1,0,0,0,1,3,87.8
DS2-UHPC-567,841.6,215.8,1079,21.6,0,177,21.6,0,0,0,0,0,0.167391716,1,20,1,1,0,0,0,1,3,81.7
DS2-UHPC-568,863.2,215.8,1079,0,0,177,21.6,0,0,0,0,0,0.164040778,1,20,1,1,0,0,0,1,7,83.7
DS2-UHPC-569,857.8,215.8,1079,5.4,0,177,21.6,0,0,0,0,0,0.164865872,1,20,1,1,0,0,0,1,7,92.6
DS2-UHPC-57,699.9,43.7,1273.4,0,175,202.1,45.9,0,0,0,0,0,0.271785906,1,21,1,1,0,0,0,1,7,85.91
DS2-UHPC-570,852.4,215.8,1079,10.8,0,177,21.6,0,0,0,0,0,0.165699307,1,20,1,1,0,0,0,1,7,102.1
DS2-UHPC-571,847,215.8,1079,16.2,0,177,21.6,0,0,0,0,0,0.166541212,1,20,1,1,0,0,0,1,7,105.5
DS2-UHPC-572,841.6,215.8,1079,21.6,0,177,21.6,0,0,0,0,0,0.167391716,1,20,1,1,0,0,0,1,7,102.8
DS2-UHPC-573,863.2,215.8,1079,0,0,177,21.6,0,0,0,0,0,0.164040778,1,20,1,1,0,0,0,1,28,103.5
DS2-UHPC-574,857.8,215.8,1079,5.4,0,177,21.6,0,0,0,0,0,0.164865872,1,20,1,1,0,0,0,1,28,108.3
DS2-UHPC-575,852.4,215.8,1079,10.8,0,177,21.6,0,0,0,0,0,0.165699307,1,20,1,1,0,0,0,1,28,113.7
DS2-UHPC-576,847,215.8,1079,16.2,0,177,21.6,0,0,0,0,0,0.166541212,1,20,1,1,0,0,0,1,28,112.3
DS2-UHPC-577,841.6,215.8,1079,21.6,0,177,21.6,0,0,0,0,0,0.167391716,1,20,1,1,0,0,0,1,28,110.3
DS2-UHPC-578,863.2,215.8,1079,0,0,177,21.6,0,0,0,0,0,0.164040778,1,20,1,1,0,0,0,1,90,119.8
DS2-UHPC-579,857.8,215.8,1079,5.4,0,177,21.6,0,0,0,0,0,0.164865872,1,20,1,1,0,0,0,1,90,128
DS2-UHPC-58,874.9,43.7,1273.4,0,0,202.1,45.9,39,0,0,0,0,0.220008709,1,21,1,1,1,13,0.2,1,7,106.71
DS2-UHPC-580,852.4,215.8,1079,10.8,0,177,21.6,0,0,0,0,0,0.165699307,1,20,1,1,0,0,0,1,90,130.7
DS2-UHPC-581,847,215.8,1079,16.2,0,177,21.6,0,0,0,0,0,0.166541212,1,20,1,1,0,0,0,1,90,123.2
DS2-UHPC-582,841.6,215.8,1079,21.6,0,177,21.6,0,0,0,0,0,0.167391716,1,20,1,1,0,0,0,1,90,117.8
DS2-UHPC-583,750,144,990,0,0,182,38,0,200,0,0,0,0.203579418,1,20,1,1,0,0,0,1,3,82.3
DS2-UHPC-584,675,144,990,0,0,182,38,0,200,75,0,0,0.222222222,1,20,1,1,0,0,0,1,3,68.9
DS2-UHPC-585,600,144,990,0,0,182,36,0,200,150,0,0,0.244623656,1,20,1,1,0,0,0,1,3,64.5
DS2-UHPC-586,525,144,990,0,0,182,36,0,200,225,0,0,0.272047833,1,20,1,1,0,0,0,1,3,60.7
DS2-UHPC-587,450,144,990,0,0,182,34,0,200,300,0,0,0.306397306,1,20,1,1,0,0,0,1,3,53
DS2-UHPC-588,375,144,990,0,0,182,30,0,200,375,0,0,0.350674374,1,20,1,1,0,0,0,1,3,48.1
DS2-UHPC-589,750,144,990,0,0,182,38,0,200,0,0,0,0.203579418,1,20,1,1,0,0,0,1,7,100.1
DS2-UHPC-59,612.4,43.7,1273.4,0,0,202.1,45.9,39,0,0,0,262.5,0.308032312,1,21,1,1,1,13,0.2,1,7,89.93
DS2-UHPC-590,675,144,990,0,0,182,38,0,200,75,0,0,0.222222222,1,20,1,1,0,0,0,1,7,90
DS2-UHPC-591,600,144,990,0,0,182,36,0,200,150,0,0,0.244623656,1,20,1,1,0,0,0,1,7,84.3
DS2-UHPC-592,525,144,990,0,0,182,36,0,200,225,0,0,0.272047833,1,20,1,1,0,0,0,1,7,82.3
DS2-UHPC-593,450,144,990,0,0,182,34,0,200,300,0,0,0.306397306,1,20,1,1,0,0,0,1,7,78
DS2-UHPC-594,375,144,990,0,0,182,30,0,200,375,0,0,0.350674374,1,20,1,1,0,0,0,1,7,70.3
DS2-UHPC-595,750,144,990,0,0,182,38,0,200,0,0,0,0.203579418,1,20,1,1,0,0,0,1,28,121.8
DS2-UHPC-596,675,144,990,0,0,182,38,0,200,75,0,0,0.222222222,1,20,1,1,0,0,0,1,28,125.2
DS2-UHPC-597,600,144,990,0,0,182,36,0,200,150,0,0,0.244623656,1,20,1,1,0,0,0,1,28,127.6
DS2-UHPC-598,525,144,990,0,0,182,36,0,200,225,0,0,0.272047833,1,20,1,1,0,0,0,1,28,127.1
DS2-UHPC-599,450,144,990,0,0,182,34,0,200,300,0,0,0.306397306,1,20,1,1,0,0,0,1,28,122.3
DS2-UHPC-6,630,90,1539,0,0,144,18,0,0,180,0,0,0.2,1,20,1,1,0,0,0,1,28,142
DS2-UHPC-60,699.9,43.7,1273.4,0,175,202.1,45.9,39,0,0,0,0,0.271785906,1,21,1,1,1,13,0.2,1,7,99.33
DS2-UHPC-600,375,144,990,0,0,182,30,0,200,375,0,0,0.350674374,1,20,1,1,0,0,0,1,28,116
DS2-UHPC-601,960,240,793.7,0,0,234,45,0,0,0,0,0,0.195,1,23,1,1,0,0,0,1,7,107.6
DS2-UHPC-602,960,240,787.1,0,0,234,45,19.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,119.3
DS2-UHPC-603,960,240,780.5,0,0,234,45,39,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,121.8
DS2-UHPC-604,960,240,773.8,0,0,234,45,58.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,124.2
DS2-UHPC-605,960,240,767.2,0,0,234,45,78,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,126.9
DS2-UHPC-606,960,240,754,0,0,234,45,117,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,129.2
DS2-UHPC-607,960,240,740.7,0,0,234,45,156,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,136.6
DS2-UHPC-608,960,240,786.4,0,0,234,45,19.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,118.1
DS2-UHPC-609,960,240,779.2,0,0,234,45,39,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,120.2
DS2-UHPC-61,874.9,43.7,1273.4,0,0,202.1,45.9,78,0,0,0,0,0.220008709,1,21,1,1,1,13,0.2,1,7,108.73
DS2-UHPC-610,960,240,771.9,0,0,234,45,58.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,122.6
DS2-UHPC-611,960,240,764.7,0,0,234,45,78,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,127.4
DS2-UHPC-612,960,240,720.7,0,0,234,57,117,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,130
DS2-UHPC-613,960,240,706.2,0,0,234,57,156,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,7,132.4
DS2-UHPC-614,960,240,793.7,0,0,234,45,0,0,0,0,0,0.195,1,23,1,1,0,0,0,1,28,136.6
DS2-UHPC-615,960,240,787.1,0,0,234,45,19.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,148.7
DS2-UHPC-616,960,240,780.5,0,0,234,45,39,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,150.1
DS2-UHPC-617,960,240,773.8,0,0,234,45,58.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,152.5
DS2-UHPC-618,960,240,767.2,0,0,234,45,78,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,154.8
DS2-UHPC-619,960,240,754,0,0,234,45,117,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,160.6
DS2-UHPC-62,612.4,43.7,1273.4,0,0,202.1,45.9,78,0,0,0,262.5,0.308032312,1,21,1,1,1,13,0.2,1,7,92.62
DS2-UHPC-620,960,240,740.7,0,0,234,45,156,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,162.8
DS2-UHPC-621,960,240,786.4,0,0,234,45,19.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,144.5
DS2-UHPC-622,960,240,779.2,0,0,234,45,39,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,148.6
DS2-UHPC-623,960,240,771.9,0,0,234,45,58.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,151.8
DS2-UHPC-624,960,240,764.7,0,0,234,45,78,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,154.8
DS2-UHPC-625,960,240,720.7,0,0,234,57,117,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,156.2
DS2-UHPC-626,960,240,706.2,0,0,234,57,156,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,28,160.1
DS2-UHPC-627,960,240,793.7,0,0,234,45,0,0,0,0,0,0.195,1,23,1,1,0,0,0,1,56,150.1
DS2-UHPC-628,960,240,787.1,0,0,234,45,19.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,163.1
DS2-UHPC-629,960,240,780.5,0,0,234,45,39,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,166.2
DS2-UHPC-63,699.9,43.7,1273.4,0,175,202.1,45.9,78,0,0,0,0,0.271785906,1,21,1,1,1,13,0.2,1,7,102.01
DS2-UHPC-630,960,240,773.8,0,0,234,45,58.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,167.6
DS2-UHPC-631,960,240,767.2,0,0,234,45,78,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,170.7
DS2-UHPC-632,960,240,754,0,0,234,45,117,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,172.7
DS2-UHPC-633,960,240,740.7,0,0,234,45,156,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,173.2
DS2-UHPC-634,960,240,786.4,0,0,234,45,19.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,160.9
DS2-UHPC-635,960,240,779.2,0,0,234,45,39,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,163.3
DS2-UHPC-636,960,240,771.9,0,0,234,45,58.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,164.7
DS2-UHPC-637,960,240,764.7,0,0,234,45,78,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,164.9
DS2-UHPC-638,960,240,720.7,0,0,234,57,117,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,165.5
DS2-UHPC-639,960,240,706.2,0,0,234,57,156,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,56,166.7
DS2-UHPC-64,874.9,43.7,1273.4,0,0,202.1,45.9,117,0,0,0,0,0.220008709,1,21,1,1,1,13,0.2,1,7,110.74
DS2-UHPC-640,960,240,793.7,0,0,234,45,0,0,0,0,0,0.195,1,23,1,1,0,0,0,1,90,156.1
DS2-UHPC-641,960,240,787.1,0,0,234,45,19.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,90,167.8
DS2-UHPC-642,960,240,780.5,0,0,234,45,39,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,90,169.4
DS2-UHPC-643,960,240,773.8,0,0,234,45,58.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,90,170.5
DS2-UHPC-644,960,240,767.2,0,0,234,45,78,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,90,173.6
DS2-UHPC-645,960,240,754,0,0,234,45,117,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,90,176.8
DS2-UHPC-646,960,240,740.7,0,0,234,45,156,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,90,180.3
DS2-UHPC-647,960,240,786.4,0,0,234,45,19.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,90,165.1
DS2-UHPC-648,960,240,779.2,0,0,234,45,39,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,90,167.7
DS2-UHPC-649,960,240,771.9,0,0,234,45,58.5,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,90,167.9
DS2-UHPC-65,612.4,43.7,1273.4,0,0,202.1,45.9,117,0,0,0,262.5,0.308032312,1,21,1,1,1,13,0.2,1,7,100
DS2-UHPC-650,960,240,764.7,0,0,234,45,78,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,90,169.1
DS2-UHPC-651,960,240,720.7,0,0,234,57,117,0,0,0,0,0.195,1,23,1,1,1,13,0.2,1,90,170.9
